id,name,system
337374685,dwarfs,x86_64-linux
336887837,dyndnsc,aarch64-darwin
336887834,dyndnsc,aarch64-linux
336887879,dyndnsc,x86_64-linux
336887919,easylpac,aarch64-darwin
336887994,ecl_16_1_2,aarch64-linux
336887993,ecl_16_1_2,x86_64-linux
337487227,eggnog-mapper,aarch64-darwin
336888328,ela-widget-tools,aarch64-darwin
336888418,elements,aarch64-darwin
336888566,elmPackages.elm-wrap,aarch64-darwin
336888686,emmy-lua-code-style,aarch64-darwin
336888766,enca,aarch64-linux
336888917,envoluntary,aarch64-darwin
336888953,epgstation,aarch64-darwin
336889002,equalx,aarch64-darwin
337439314,espanso-wayland,aarch64-darwin
337439311,espanso,aarch64-darwin
338001482,ete-unwrapped,aarch64-darwin
338001483,ete-unwrapped,aarch64-linux
338349507,evcc,aarch64-darwin
336889295,exatorrent,aarch64-darwin
336889302,excalidraw_export,aarch64-darwin
336889301,excalidraw_export,aarch64-linux
336889300,excalidraw_export,x86_64-linux
336889338,exfat,aarch64-darwin
336889578,factoriolab,aarch64-darwin
337439322,far2l,aarch64-darwin
336889872,fbv,aarch64-darwin
336889971,fcron,aarch64-darwin
336890011,fedimint,aarch64-linux
336890012,fedimint,x86_64-linux
337730809,fedistar,aarch64-darwin
336890078,fend,aarch64-darwin
336890104,ferrishot,aarch64-darwin
336890176,ffmpeg-livepeer,aarch64-darwin
338224786,fishPlugins.pure,aarch64-darwin
336890867,fleng,aarch64-darwin
337677098,flet-client-flutter,aarch64-darwin
336890873,flex-launcher,aarch64-darwin
336890894,flightcore,aarch64-darwin
336890954,flow-control,aarch64-darwin
336890992,fluent-bit,aarch64-darwin
337677099,fluux-messenger,aarch64-linux
336891146,fmt_10,aarch64-darwin
336891157,fmt_9,aarch64-darwin
336891345,fontforge-gtk,aarch64-darwin
336891378,ford,aarch64-darwin
336891432,fortitude,aarch64-darwin
336891485,foxotron,aarch64-darwin
336891638,freepv,aarch64-darwin
338349542,fricas,x86_64-linux
336892053,g15daemon,aarch64-darwin
337982882,gam,aarch64-darwin
337982879,gam,aarch64-linux
337982880,gam,x86_64-linux
336892208,garble,aarch64-linux
336892211,gargoyle,aarch64-darwin
336892453,gccNGPackages_15.gcc-unwrapped,aarch64-darwin
336892494,gccNGPackages_15.libquadmath,x86_64-linux
336892573,gcs,aarch64-darwin
336892621,gdlv,aarch64-darwin
336892654,gearboy,aarch64-darwin
336892934,getxbook,aarch64-darwin
336893177,ghidra-extensions.gnudisassembler,aarch64-darwin
338456400,ghostfolio,aarch64-darwin
336893202,ghostie,aarch64-darwin
336893330,gimme-aws-creds,aarch64-darwin
336893329,gimme-aws-creds,aarch64-linux
336893331,gimme-aws-creds,x86_64-linux
336893340,gimp2,aarch64-darwin
