name,x86_64-linux,aarch64-linux,x86_64-darwin,aarch64-darwin
rosie,,,328606182,328606185
rp,,328606287,,
rsop,,,,328606451
rubyPackages.glib2,328877295,328877296,328607205,328607202
rubyPackages_3_3.glib2,328878142,328878141,328608890,328608888
rubyPackages_3_4.glib2,328878995,328878993,328610592,328610576
rubyPackages_4_0.glib2,329245237,329245234,329245235,329245245
rvvm,,,328613775,328613785
sacrifice,,,328614002,
sagittarius-scheme,328614046,328614044,,
samba4Full,,,329183188,329183183
sambaFull,,,329183189,329183185
sambamba,,,328614131,
samplicator,,,328614165,328614182
sbclPackages.cl-gtk2-glib,,328614570,,329104260
sbclPackages.cl-gtk4_dot_webkit,328957233,328957234,,
sbclPackages.cl-notify,,,,329104294
sbclPackages.enchant,328614905,328614922,,329104377
sbclPackages.qt-libs,328615360,328615334,,329104507
scaleway-cli,328777119,,328777118,328777108
schildi-revenge,,328987956,,
scid-vs-pc,328880727,328880734,,
scid,328880728,328880726,328615838,328615840
scion-apps,328777170,328777162,328777163,328777161
scion,,,328777159,
sct,,328616066,,
seaweedfs,,,328777316,328777312
selfci,,,329221755,329221754
sgfutils,,,329221763,329221765
sherpa-onnx,,,,329183311
sherpa,,,328616976,
shim-unsigned,328616991,328617013,,
shogun,,,328617054,328617068
shpool,,,328617124,
shrinkray,329234599,329234598,,
sieve-editor-gui,329221792,329221795,329221805,329221794
sif,,,328777667,328777665
simgrid,328617360,328617366,,
skim,,,329246442,
sleek-todo,,,328617843,
snakemake,329234629,329234630,,329234628
snapraid,,328618226,328618228,
snid,,,328778045,328778033
snouty,,328881337,,
snpeff,,,328988041,328988044
sofa,,,,328981028
solana-cli,328618545,,328618550,
sourcekit-lsp,,,328618809,
spades,,,329246459,329246461
spglib,,,,328619074
spnavcfg,,,328981079,328981060
spoofdpi,,,328778364,328778363
ssh-chat,,,328778545,
stargate-libcds,,328619973,,328619968
steghide,,,328620171,328620169
stellar-core,329221898,329221897,,
stog,,,,328620293
stoolap,,328620317,,
super-productivity,,,329221910,329221909
supersonic,,,,329221915
surge,328957710,,,
sweethome3d.application,,,329183636,329183635
swiftPackages.sourcekit-lsp,,,328621147,
swiftshader,328621224,328621232,,
switchfin,,,329183740,329183739
sympow,,,329234717,
syzkaller,,,,328779248
tabby-agent,,,329104952,329104954
tabby,329183698,329183697,,329183699
taisei,,,328957812,328957819
talkfilters,,,328621783,328621784
task-master-ai,328621927,328621908,329104989,329104990
tcl9Packages.tclx,328622219,328622217,328622218,328622232
teos-watchtower-plugin,,,328622636,328622658
tere,,,328622638,
termscp,,,329183790,329183833
terraform-providers.kreuzwerker_docker,,,329183844,329183841
tests.auto-patchelf-structured-log,,328623947,328623925,328623937
tests.build-environment-info,328623924,328623922,328623927,328623933
tests.cc-multilib-clang,328624155,,,
tests.cc-wrapper.default,,,328624107,328624130
tests.cc-wrapper.gccTests.gccMultiStdenv,328624209,,,
tests.cc-wrapper.llvmTests.llvmPackages.clang,,,328624136,328624142
tests.cc-wrapper.llvmTests.llvmPackages_19.clang,,,328624182,328624146
tests.cc-wrapper.llvmTests.llvmPackages_19.libcxx,,,328624158,328624153
tests.cc-wrapper.llvmTests.llvmPackages_20.clang,,,328624163,328624171
tests.cc-wrapper.llvmTests.llvmPackages_21.clang,,,328624166,328624162
tests.cc-wrapper.llvmTests.llvmPackages_22.clang,,,328624175,328624176
tests.dotnet.final-attrs.check-output,,,,329183862
tests.hardeningFlags-gcc.fortify3ExplicitEnabledExecTest,,,328624986,328625048
tests.hardeningFlags-gcc.sfa1explicitEnabledExecTest,,,328625070,328625050
tests.hardeningFlags-gcc.sfa3StdenvUnsuppDoesntUnsuppSfa1ExecTest,,,328625068,328625119
tests.hardeningFlags-gcc.sfa3explicitDisabledDoesntDisableSfa1ExecTest,,,328625104,328625074
tests.hardeningFlags-gcc.sfa3explicitEnabledProtectsDefLen1ExecTest,,,328625082,328625117
tests.home-assistant-components.kraken,,329247483,,
tests.home-assistant-components.switcher_kis,329248356,,,
tests.home-assistant-components.waterfurnace,329248615,329248612,,
tests.replaceVars.replaceVarsWith.succeeds-with-exemption,,,,329186149
tests.testers.hasCmakeConfigModules.eigen-does-not-have-eigen,,,328628683,328628708
textidote,,,329186261,
teyjus,,,328629502,328629505
thunderbird-140-unwrapped,,,329105352,329105350
thunderbird-esr-unwrapped,,,329105358,329105353
thunderbirdPackages.thunderbird-140,,,329105374,329105355
thunderbirdPackages.thunderbird-esr,,,329105360,329105391
tinycc,,,328630055,
tm,328630298,328630301,,
todds,,328958056,,
tpm2-totp,,,328631001,328630998
tpnote,,328630981,,
transmission-rss,,,328631234,328631224
transmission_4-qt,,,328981635,328981641
transmission_4-qt5,,,328981636,328981642
trexio,,,328920781,328920779
trgui-ng,,,329105661,
truecrack,,,328632625,
trurl,328632623,328632630,328632653,328632620
ts-warp,,,328632654,328632648
tsduck,,,328988482,328988489
tt-smi,329237142,329237140,329237137,329237145
tuir,,,,329222461
tuxclocker-plugins,328633040,328633033,,
twinejs,,,329222475,329222481
ucode,,,328653566,328653574
uhd,,,328653760,
uhdMinimal,,,328653764,
ulfius,,,328653845,328653832
unblob,329237153,329237152,329237155,329237154
unshieldv3,,,328654319,328654311
urn-timer,,,329222508,329222505
uucp,,,328654711,328654705
uxn11,,,328654811,328654822
vapoursynth-eedi3,328886306,,,
vapoursynth-nnedi3cl,328886303,,,
vapoursynth-znedi3,328886305,328886304,,
varnish60,,,328654996,328654999
varnish60Packages.varnish,,,328655012,328655010
vault-tasks,328655054,328655044,328655053,328655052
vc4-newlib,,,328655124,328655127
vcdimager,,,328655112,328655110
vdmfec,,,328655183,328655172
vector,328886431,328886425,328655230,328655246
veloren,328886442,328886430,,
verilator,,,328920946,328920943
versatiles,,,329105790,329105791
vertcoin,328981840,328981843,,
vertcoind,328886457,328886462,,
vesta,,,328785659,328785665
vgm2x,,,328655419,328655411
vhd2vl,328655405,328655403,,328655399
vikunja-desktop,,,329222532,329222534
vips,,,329222556,329222555
vips_8_17,,,329222559,329222567
vixl,,,328657445,328657429
vodozemac-bindings-cpp,,,328657556,328657554
vorbisgain,,,328657640,328657599
vouch-proxy,,328787512,,
waylock,,328887730,,
webdev,329186908,329186907,,
werf,,,328788041,328788027
wf-config,328660539,328660538,,
wf-touch,328660545,328660543,328660552,328660555
whitesur-gtk-theme,,,328788098,328788102
wol,,,328661177,328661171
wownero,,,328661521,328661553
wrangler,,,,329106989
wrtag,,,328788432,328788458
wstunnel,,,328661661,328661648
wxc,,,328661727,328661713
x11basic,328958796,328958785,,
xcbuild,328662008,328661996,,
xclock,,,328662017,328662016
xcodebuild,328662031,328662028,,
xcursor-viewer,,,,328982173
xdriinfo,,,328662181,328662182
xed,,,328662221,
xemu,,,,329222749
xephem,,,328662244,
xeus-cling,329237305,329237293,,
xfstests,328888557,328888480,,
xhosts,,,328662554,328662558
xmoto,,,329107026,329107025
xob,,,328662927,328662902
xonotic-dedicated-unwrapped,,,328662865,328662861
xonotic-sdl-unwrapped,,,328662893,328662871
xsnow,,328888601,328663103,328663096
xstow,,,328663171,328663147
xyce-parallel,329237327,,,
z88dk,328664117,328664105,,
zcash,328888891,328888898,328664308,
zee,,,328664380,328664332
zf,,,328664494,328664498
zigfetch,,,328664561,328664563
